ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
8331	"ENSG00000196873.15"	"CBWD3"	chr9	+	68259346	68259434	68258531	68258569	68264467	68264514	8331	19,40,16	112,86,63	51,18,48	63,67,66	177	89	0.00323266893464	0.01980375409	0.079,0.19,0.113	0.289,0.119,0.268	-0.098
26350	"ENSG00000025434.18"	"NR1H3"	chr11	+	47260550	47260675	47259790	47259979	47261240	47261280	26350	39,64,13	2,3,2	39,26,15	0,0,1	214	89	0.0032348650365	0.0198116048687	0.89,0.899,0.73	1.0,1.0,0.862	-0.114
27307	"ENSG00000188243.12"	"COMMD6"	chr13	-	75537498	75537675	75530113	75530266	75549322	75549439	27307	5,9,3	0,3,2	1,1,7	0,1,0	266	89	0.00325075000586	0.0199032636029	1.0,0.501,0.334	1.0,0.251,1.0	-0.139
149	"ENSG00000184182.18"	"UBE2F"	chr2	+	238030555	238030613	238025341	238025412	238032221	238032254	149	349,302,191	2,2,1	145,126,135	4,6,2	147	89	0.00325307372548	0.0199118629673	0.991,0.989,0.991	0.956,0.927,0.976	0.037
19954	"ENSG00000124067.16"	"SLC12A4"	chr16	-	67954103	67954219	67952241	67952425	67954642	67954773	19954	1,1,0	37,27,13	5,5,11	63,39,115	205	89	0.00325709013275	0.0199308153829	0.012,0.016,0.0	0.033,0.053,0.04	-0.033
23430	"ENSG00000198482.10"	"ZNF808"	chr19	+	52547511	52547638	52543265	52543347	52553106	52556336	23430	40,18,25	2,4,1	26,24,56	7,12,12	216	89	0.00326526592346	0.0199752020429	0.892,0.65,0.912	0.605,0.452,0.658	0.246
20666	"ENSG00000198752.10"	"CDC42BPB"	chr14	-	102954197	102954275	102952497	102952603	102954601	102954688	20666	106,92,45	59,91,33	45,64,106	74,80,116	167	89	0.00326691664671	0.0199796579337	0.489,0.35,0.421	0.245,0.299,0.328	0.129
146	"ENSG00000184182.18"	"UBE2F"	chr2	+	238016565	238016633	237994743	237994809	238025341	238025412	146	274,283,139	20,18,10	110,136,95	21,12,15	157	89	0.00328162664774	0.0200554646325	0.886,0.899,0.887	0.748,0.865,0.782	0.092
4438	"ENSG00000221838.9"	"AP4M1"	chr7	+	100105044	100105098	100104091	100104154	100105239	100105346	4438	35,29,9	0,2,0	25,15,17	0,3,4	143	89	0.00328208947106	0.0200554646325	1.0,0.9,1.0	1.0,0.757,0.726	0.139
9851	"ENSG00000123146.19"	"ADGRE5"	chr19	+	14396341	14396473	14390923	14391079	14397657	14397804	9851	63,52,47	129,127,57	61,24,40	118,108,173	221	89	0.00328129027733	0.0200554646325	0.164,0.142,0.249	0.172,0.082,0.085	0.072
2535	"ENSG00000138375.12"	"SMARCAL1"	chr2	+	216438419	216438485	216435337	216435496	216447017	216447158	2535	63,42,13	2,0,0	29,34,42	2,5,1	155	89	0.0032851466536	0.0200682442887	0.948,1.0,1.0	0.893,0.796,0.96	0.1
37070	"ENSG00000132376.19"	"INPP5K"	chr17	-	1515887	1516118	1513871	1513979	1516455	1516735	37070	46,18,15	37,47,13	16,4,9	23,32,29	320	89	0.00328603372228	0.0200682442887	0.257,0.096,0.243	0.162,0.034,0.079	0.107
24274	"ENSG00000110713.15"	"NUP98"	chr11	-	3685972	3686194	3683199	3683441	3691346	3691489	24274	664,562,226	34,31,8	287,371,553	6,15,11	311	89	0.00329148818452	0.020095889812	0.848,0.838,0.89	0.932,0.876,0.935	-0.056
21952	"ENSG00000090006.17"	"LTBP4"	chr19	+	40617099	40617225	40616909	40617020	40619346	40619493	21952	159,153,56	14,10,9	203,241,397	6,7,20	215	89	0.00329947520086	0.0201389776841	0.825,0.864,0.72	0.933,0.934,0.892	-0.117
14461	"ENSG00000100281.13"	"HMGXB4"	chr22	+	35263981	35264096	35263795	35263874	35264647	35265603	14461	105,81,41	45,79,29	89,105,150	23,44,52	204	89	0.0033082821528	0.0201870445053	0.504,0.309,0.381	0.628,0.51,0.557	-0.167
19612	"ENSG00000082805.19"	"ERC1"	chr12	+	1204500	1204512	1189858	1190052	1236768	1236904	19612	5,10,1	70,50,33	3,1,3	52,66,119	101	89	0.00331775900931	0.0202334728772	0.059,0.15,0.026	0.048,0.013,0.022	0.051
33735	"ENSG00000166797.10"	"FAM96A"	chr15	-	64081101	64081151	64075491	64075537	64088686	64088851	33735	892,953,436	187,230,85	247,377,288	67,123,93	139	89	0.00331775217755	0.0202334728772	0.753,0.726,0.767	0.702,0.662,0.665	0.072
31398	"ENSG00000060237.16"	"WNK1"	chr12	+	871264	871348	862082	862270	878211	878312	31398	63,53,33	21,17,14	14,33,57	12,19,42	173	89	0.00332147310951	0.0202447243945	0.607,0.616,0.548	0.375,0.472,0.411	0.171
39058	"ENSG00000173575.19"	"CHD2"	chr15	+	92937517	92937625	92929029	92929091	92939577	92939718	39058	109,89,43	2,9,0	148,232,384	0,4,3	197	89	0.00332114121942	0.0202447243945	0.961,0.817,1.0	1.0,0.963,0.983	-0.056
38129	"ENSG00000103152.11"	"MPG"	chr16	+	79138	79331	78256	78333	79424	79700	38129	4,14,4	68,82,30	21,11,11	49,46,61	282	89	0.00333886828336	0.0203450252473	0.018,0.051,0.04	0.119,0.07,0.054	-0.045
12060	"ENSG00000079387.13"	"SENP1"	chr12	-	48089162	48089293	48088800	48088960	48096342	48096427	12060	22,16,0	90,72,23	6,12,17	21,23,26	220	89	0.00334034228732	0.0203482830787	0.09,0.082,0.0	0.104,0.174,0.209	-0.105
21744	"ENSG00000091140.12"	"DLD"	chr7	+	107902324	107902393	107901737	107901817	107903477	107903547	21744	1044,937,407	11,10,13	309,392,549	4,2,0	158	89	0.00334778190298	0.0203878694356	0.982,0.981,0.946	0.978,0.991,1.0	-0.02
8268	"ENSG00000141030.12"	"COPS3"	chr17	-	17260300	17260474	17254858	17254945	17261965	17262106	8268	1833,1828,877	17,22,12	553,608,633	5,2,2	263	89	0.00335549159657	0.0204290778429	0.973,0.966,0.961	0.974,0.99,0.991	-0.018
3350	"ENSG00000257621.7"	"PSMA3-AS1"	chr14	-	58288717	58288813	58285731	58285756	58291634	58291707	3350	2,2,0	6,11,6	5,3,1	2,3,2	185	89	0.00336357828552	0.0204725576906	0.138,0.08,0.0	0.546,0.325,0.194	-0.282
36719	"ENSG00000196646.11"	"ZNF136"	chr19	+	12185784	12185911	12163063	12163206	12186113	12186174	36719	24,25,5	4,2,1	14,5,26	0,0,2	216	89	0.00338171101926	0.0205771416009	0.712,0.837,0.673	1.0,1.0,0.843	-0.207
27518	"ENSG00000108039.17"	"XPNPEP1"	chr10	-	109894015	109894110	109893011	109893075	109907690	109907815	27518	0,2,1	166,185,77	4,12,9	105,168,217	184	89	0.00338497014357	0.0205911887812	0.0,0.005,0.006	0.018,0.033,0.02	-0.02
16203	"ENSG00000075826.16"	"SEC31B"	chr10	-	100497134	100497280	100496257	100496431	100497666	100497793	16203	62,38,18	10,7,9	72,77,142	6,9,7	235	89	0.0033932748119	0.0206359121211	0.701,0.673,0.431	0.82,0.764,0.885	-0.221
21773	"ENSG00000110841.13"	"PPFIBP1"	chr12	+	27674191	27674221	27673766	27673827	27676427	27676599	21773	208,164,62	36,25,17	90,137,250	31,43,73	119	89	0.00339898938753	0.0206648633491	0.812,0.831,0.732	0.685,0.704,0.719	0.089
27823	"ENSG00000119777.18"	"TMEM214"	chr2	+	27037789	27037892	27037560	27037702	27038145	27038237	27823	30,27,0	173,173,74	7,13,7	113,127,175	192	89	0.00341782002358	0.0207735177752	0.074,0.067,0.0	0.028,0.045,0.018	0.017
37936	"ENSG00000149262.16"	"INTS4"	chr11	-	77987603	77987698	77981458	77981576	77991107	77991299	37936	8,9,4	152,131,70	0,0,1	57,51,88	184	89	0.00343987907344	0.0209017280474	0.025,0.032,0.027	0.0,0.0,0.005	0.026
24127	"ENSG00000171574.17"	"ZNF584"	chr19	+	58415818	58415940	58415523	58415646	58416810	58417091	24127	10,3,10	67,89,24	4,0,0	28,22,35	211	89	0.0034443213193	0.0209228514915	0.059,0.014,0.149	0.057,0.0,0.0	0.055
8533	"ENSG00000103534.16"	"TMC5"	chr16	+	19487192	19487326	19486944	19487020	19490394	19490568	8533	45,31,27	0,0,2	11,20,15	0,2,4	223	89	0.00344668106735	0.0209313163109	1.0,1.0,0.843	1.0,0.8,0.599	0.148
1054	"ENSG00000134644.15"	"PUM1"	chr1	-	30980061	30980178	30974650	30974802	30981311	30981405	1054	115,100,42	6,5,3	90,93,145	1,2,2	206	89	0.0034494335623	0.0209421608258	0.892,0.896,0.858	0.975,0.953,0.969	-0.084
20337	"ENSG00000163590.13"	"PPM1L"	chr3	+	161035833	161036120	160961735	160961910	161065402	161065564	20337	9,4,0	8,8,5	7,23,12	6,6,6	376	89	0.00345674598693	0.0209788321581	0.21,0.106,0.0	0.216,0.476,0.321	-0.232
34689	"ENSG00000144485.10"	"HES6"	chr2	-	238239660	238239747	238239486	238239568	238239824	238240124	34689	292,234,130	6,6,2	212,163,162	0,1,1	176	89	0.0034574107102	0.0209788321581	0.961,0.952,0.97	1.0,0.988,0.988	-0.031
29071	"ENSG00000006704.10"	"GTF2IRD1"	chr7	+	74555437	74555494	74555173	74555223	74557638	74557722	29071	67,62,25	2,5,0	37,40,65	9,6,5	146	89	0.00346187687486	0.0210000495276	0.953,0.883,1.0	0.715,0.803,0.888	0.143
3962	"ENSG00000156453.13"	"PCDH1"	chr5	-	141856223	141856262	141853372	141854436	141857251	141857471	3962	0,7,0	4,7,2	0,0,0	17,9,7	128	89	0.00346428825594	0.021008794009	0.0,0.41,0.0	0.0,0.0,0.0	0.137
33163	"ENSG00000159733.13"	"ZFYVE28"	chr4	-	2335704	2335794	2320169	2320271	2337406	2337496	33163	44,40,15	2,1,0	31,33,68	5,3,5	179	89	0.00346795308755	0.021019250079	0.916,0.952,1.0	0.755,0.845,0.871	0.132
34039	"ENSG00000134852.14"	"CLOCK"	chr4	-	55486392	55486549	55482738	55482828	55489373	55489465	34039	24,18,10	52,60,23	25,16,68	38,33,43	246	89	0.00346748313199	0.021019250079	0.143,0.098,0.136	0.192,0.149,0.364	-0.109
4382	"ENSG00000040531.14"	"CTNS"	chr17	+	3647443	3647522	3637106	3637316	3654997	3655101	4382	3,4,1	0,0,0	3,1,10	4,1,0	168	89	0.00347540878841	0.021058546902	1.0,1.0,1.0	0.284,0.346,1.0	0.457
31149	"ENSG00000134802.17"	"SLC43A3"	chr11	-	57426587	57426652	57425988	57426352	57427061	57427100	31149	104,92,50	2,4,4	17,8,16	0,0,0	154	89	0.00348427374243	0.0211018099488	0.968,0.93,0.878	1.0,1.0,1.0	-0.075
34968	"ENSG00000092108.20"	"SCFD1"	chr14	+	30628208	30628279	30622318	30622399	30630476	30630565	34968	205,170,43	13,3,1	38,71,97	4,12,7	160	89	0.00348449700798	0.0211018099488	0.898,0.969,0.96	0.841,0.767,0.885	0.111
9165	"ENSG00000157193.15"	"LRP8"	chr1	-	53272603	53272642	53271226	53271346	53275630	53275663	9165	41,37,21	29,16,8	16,25,27	21,26,30	128	89	0.00349741012246	0.0211740911327	0.496,0.617,0.646	0.346,0.401,0.385	0.209
23281	"ENSG00000115677.16"	"HDLBP"	chr2	-	241269360	241269561	241268476	241268541	241315569	241315726	23281	16,8,7	525,542,245	9,7,28	178,239,273	290	89	0.00350123176414	0.0211913055252	0.009,0.005,0.009	0.015,0.009,0.031	-0.011
10189	"ENSG00000172890.11"	"NADSYN1"	chr11	+	71480218	71480274	71478394	71478469	71480754	71480879	10189	10,8,5	26,41,21	8,16,25	21,26,22	145	89	0.00350991355799	0.0212379182942	0.191,0.107,0.128	0.19,0.274,0.411	-0.15
31432	"ENSG00000122126.15"	"OCRL"	chrX	+	129584343	129584367	129576316	129576552	129587001	129587118	31432	23,18,9	50,39,30	7,4,18	22,52,83	113	89	0.0035133195081	0.0212525906687	0.266,0.267,0.191	0.2,0.057,0.146	0.107
9826	"ENSG00000100207.18"	"TCF20"	chr22	-	42168608	42168736	42160012	42161358	42169846	42169896	9826	42,36,19	87,80,31	26,26,24	88,69,119	217	89	0.0035166964442	0.0212670793898	0.165,0.156,0.201	0.108,0.134,0.076	0.068
36029	"ENSG00000056972.18"	"TRAF3IP2"	chr6	-	111601195	111601318	111591257	111592094	111605775	111605870	36029	3,0,0	36,40,10	7,7,3	29,41,73	212	89	0.00352430836403	0.0213071637682	0.034,0.0,0.0	0.092,0.067,0.017	-0.047
14796	"ENSG00000140153.17"	"WDR20"	chr14	+	102193462	102193514	102139892	102140172	102194937	102195120	14796	3,4,3	47,32,14	1,0,0	24,15,24	141	89	0.00353158048539	0.0213451720074	0.039,0.073,0.119	0.026,0.0,0.0	0.068
36000	"ENSG00000136731.12"	"UGGT1"	chr2	+	128156391	128156415	128155488	128155587	128157251	128157346	36000	67,71,26	70,56,20	12,14,33	24,18,57	113	89	0.00353469439287	0.0213548851821	0.43,0.5,0.506	0.283,0.38,0.313	0.153
5402	"ENSG00000110921.12"	"MVK"	chr12	+	109579801	109579946	109575997	109576145	109586021	109586125	5402	124,82,29	12,1,1	63,43,50	0,3,0	234	89	0.00353515918488	0.0213548851821	0.797,0.969,0.917	1.0,0.845,1.0	-0.054
16239	"ENSG00000102078.15"	"SLC25A14"	chrX	+	130350645	130350731	130349250	130349345	130358639	130358735	16239	52,17,25	11,15,11	18,9,12	15,16,20	175	89	0.00353779063229	0.0213596181057	0.706,0.366,0.536	0.379,0.222,0.234	0.258
16864	"ENSG00000121310.16"	"ECHDC2"	chr1	-	52913894	52914095	52911722	52911790	52921552	52921919	16864	41,42,8	6,0,0	12,37,34	9,3,12	290	89	0.00353890081163	0.0213596181057	0.677,1.0,1.0	0.29,0.791,0.465	0.377
6019	"ENSG00000108846.15"	"ABCC3"	chr17	+	50660922	50661114	50659236	50659368	50663680	50663858	6019	34,33,5	0,2,0	34,70,123	1,1,11	281	89	0.00353860551052	0.0213596181057	1.0,0.839,1.0	0.915,0.957,0.78	0.062
16049	"ENSG00000094975.13"	"SUCO"	chr1	+	172553259	172553370	172551511	172551626	172555868	172556023	16049	97,82,48	17,19,8	55,65,151	3,11,7	200	89	0.00354700179346	0.0214025495404	0.717,0.658,0.728	0.891,0.724,0.906	-0.139
10522	"ENSG00000068745.14"	"IP6K2"	chr3	-	48715314	48715527	48693520	48695421	48717156	48717216	10522	40,55,1	97,90,42	58,82,42	81,91,93	302	89	0.00354859500896	0.0214062002462	0.108,0.153,0.007	0.174,0.21,0.117	-0.078
29047	"ENSG00000080823.21"	"MOK"	chr14	-	102231706	102231821	102229456	102229657	102232534	102232708	29047	17,25,4	7,5,10	14,11,11	2,0,2	204	89	0.00355354996778	0.021430122328	0.514,0.686,0.149	0.753,1.0,0.706	-0.37
33003	"ENSG00000169592.14"	"INO80E"	chr16	+	30001211	30001530	30000928	30001040	30005220	30005323	33003	250,248,139	27,36,6	108,134,145	31,25,27	408	89	0.00356121983017	0.0214703990986	0.669,0.6,0.835	0.432,0.539,0.539	0.198
1502	"ENSG00000064225.12"	"ST3GAL6"	chr3	+	98768429	98768529	98732265	98732532	98770878	98770956	1502	39,36,18	1,1,0	119,74,56	4,5,4	189	89	0.00357556983007	0.0215509164327	0.948,0.944,1.0	0.933,0.875,0.868	0.072
14820	"ENSG00000118420.16"	"UBE3D"	chr6	-	83049708	83049772	83044427	83044659	83054147	83054238	14820	3,7,0	40,33,23	0,0,0	28,24,23	153	89	0.00357787585338	0.0215588168946	0.042,0.11,0.0	0.0,0.0,0.0	0.051
34772	"ENSG00000225484.6"	"NUTM2B-AS1"	chr10	-	79808758	79808832	79806038	79806122	79814612	79814716	34772	103,104,28	9,7,5	70,105,124	3,4,2	163	89	0.00357894179218	0.0215592427982	0.862,0.89,0.754	0.927,0.935,0.971	-0.109
29494	"ENSG00000119688.20"	"ABCD4"	chr14	-	74297929	74298069	74296332	74296449	74299547	74299675	29494	102,95,22	2,1,0	31,27,50	2,0,6	229	89	0.00358085048194	0.0215647437141	0.952,0.974,1.0	0.858,1.0,0.764	0.101
23443	"ENSG00000123353.9"	"ORMDL2"	chr12	+	55818998	55819173	55817918	55818112	55819341	55819493	23443	393,370,146	3,6,4	126,150,150	0,0,0	264	89	0.00358281915621	0.0215706027131	0.978,0.954,0.925	1.0,1.0,1.0	-0.048
35123	"ENSG00000103126.14"	"AXIN1"	chr16	-	346147	347106	314542	314683	352368	352449	35123	622,648,249	1,0,0	410,510,554	2,0,7	1048	89	0.003593852155	0.0216310156659	0.981,1.0,1.0	0.946,1.0,0.87	0.055
34036	"ENSG00000004866.19"	"ST7"	chr7	+	117219083	117219176	117209786	117209937	117229761	117230103	34036	57,38,20	2,5,0	28,30,41	0,0,0	182	89	0.00359681706214	0.0216428475556	0.933,0.788,1.0	1.0,1.0,1.0	-0.093
29992	"ENSG00000147889.17"	"CDKN2A"	chr9	-	21968574	21968771	21968055	21968242	21970901	21971208	29992	6,5,2	268,238,110	7,6,15	124,125,128	286	89	0.00361392478716	0.0217397497194	0.007,0.006,0.006	0.017,0.015,0.035	-0.016
32292	"ENSG00000172889.15"	"EGFL7"	chr9	+	136668240	136668362	136665791	136665817	136668556	136668673	32292	195,181,78	10,9,0	195,189,284	7,1,1	211	89	0.00363599148281	0.0218664207387	0.892,0.895,1.0	0.922,0.988,0.992	-0.038
29995	"ENSG00000205885.7"	"C1RL-AS1"	chr12	+	7110063	7110147	7108672	7108947	7110297	7110572	29995	3,6,0	8,7,2	0,0,2	2,2,4	173	89	0.00363854051296	0.0218756771001	0.162,0.306,0.0	0.0,0.0,0.205	0.088
23457	"ENSG00000183963.18"	"SMTN"	chr22	+	31093783	31093876	31091674	31091847	31095302	31095455	23457	5,13,4	154,176,76	1,0,1	123,82,137	182	89	0.00364115198878	0.0218853036573	0.016,0.035,0.025	0.004,0.0,0.004	0.023
17235	"ENSG00000163743.13"	"RCHY1"	chr4	-	75491582	75491637	75490580	75490701	75491723	75491782	17235	70,86,42	17,11,0	24,34,38	2,0,2	144	89	0.00364234877824	0.021885304789	0.718,0.829,1.0	0.881,1.0,0.922	-0.085
37934	"ENSG00000214941.7"	"ZSWIM7"	chr17	-	15986799	15986892	15981039	15981144	15987265	15987368	37934	18,17,1	159,125,48	10,10,21	42,67,67	182	89	0.00364317279426	0.021885304789	0.052,0.062,0.01	0.104,0.068,0.133	-0.06
24691	"ENSG00000203666.12"	"EFCAB2"	chr1	+	245017241	245017326	245002120	245002232	245059385	245059458	24691	55,63,16	2,1,1	25,23,8	2,3,4	174	89	0.00365355896353	0.0219416119401	0.934,0.97,0.891	0.865,0.797,0.506	0.209
20108	"ENSG00000129187.14"	"DCTD"	chr4	-	182916418	182916539	182915460	182915575	182917310	182917443	20108	43,52,26	55,47,25	5,11,9	13,17,25	210	89	0.00365950980513	0.0219659011624	0.249,0.319,0.306	0.14,0.215,0.132	0.129
25175	"ENSG00000081377.16"	"CDC14B"	chr9	-	96515648	96515792	96509672	96509789	96522505	96522603	25175	14,32,10	34,39,8	22,34,47	22,16,20	233	89	0.00365963148809	0.0219659011624	0.136,0.239,0.323	0.276,0.448,0.473	-0.166
35199	"ENSG00000140950.15"	"TLDC1"	chr16	-	84502720	84502862	84497950	84498111	84504600	84504621	35199	48,54,22	26,17,7	38,23,68	24,31,55	231	89	0.00367842075826	0.0220725624558	0.416,0.55,0.548	0.379,0.222,0.323	0.197
18578	"ENSG00000150967.17"	"ABCB9"	chr12	-	122944390	122944519	122940806	122940995	122946024	122946222	18578	69,46,22	1,0,0	24,45,62	2,0,5	218	89	0.00368186781502	0.022087128388	0.966,1.0,1.0	0.83,1.0,0.835	0.1
11053	"ENSG00000140400.15"	"MAN2C1"	chr15	-	75363209	75363290	75362641	75362748	75363998	75364188	11053	6,13,8	15,15,4	4,13,5	17,37,41	170	89	0.00368477387407	0.0220984417664	0.173,0.312,0.511	0.11,0.155,0.06	0.224
738	"ENSG00000234899.9"	"SOX9-AS1"	chr17	-	72082121	72082415	72081920	72082041	72083905	72084028	738	0,0,0	4,1,5	6,1,5	9,16,24	383	89	0.00368958143696	0.0221211494845	0.0,0.0,0.0	0.134,0.014,0.046	-0.065
8082	"ENSG00000166004.14"	"CEP295"	chr11	+	93702775	93702919	93702459	93702637	93706744	93706897	8082	55,49,20	14,13,3	22,55,85	4,0,8	233	89	0.00369408573177	0.0221420268737	0.6,0.59,0.718	0.678,1.0,0.802	-0.191
6286	"ENSG00000213024.11"	"NUP62"	chr19	-	49927693	49927815	49908973	49909884	49929325	49929504	6286	424,375,150	76,109,40	107,101,156	39,54,52	211	89	0.00370152946014	0.0221805065465	0.702,0.592,0.613	0.536,0.441,0.559	0.124
6362	"ENSG00000104164.10"	"BLOC1S6"	chr15	+	45603103	45603187	45587351	45587525	45605427	45605514	6362	179,134,94	5,13,4	61,115,159	13,15,13	173	89	0.00370855704788	0.0222164720053	0.948,0.841,0.924	0.707,0.798,0.863	0.115
8424	"ENSG00000160191.17"	"PDE9A"	chr21	+	42698967	42699011	42653778	42653883	42732069	42732124	8424	45,53,12	0,0,0	56,68,80	1,2,6	133	89	0.00371196048124	0.0222307127301	1.0,1.0,1.0	0.974,0.958,0.899	0.056
27707	"ENSG00000221926.11"	"TRIM16"	chr17	-	15682853	15682964	15680864	15680953	15683035	15683157	27707	22,28,22	1,8,1	31,19,38	0,0,3	200	89	0.00371452549783	0.022233032731	0.907,0.609,0.907	1.0,1.0,0.849	-0.142
2815	"ENSG00000007516.13"	"BAIAP3"	chr16	+	1346933	1346955	1346604	1346684	1347297	1347369	2815	7,7,0	0,1,2	0,0,11	8,10,18	111	89	0.00371431855094	0.022233032731	1.0,0.849,0.0	0.0,0.0,0.329	0.507
4289	"ENSG00000117682.16"	"DHDDS"	chr1	+	26447558	26447660	26446363	26446432	26457790	26457905	4289	263,258,113	11,24,5	64,79,120	12,9,15	191	89	0.00371610766755	0.022233032731	0.918,0.834,0.913	0.713,0.804,0.788	0.12
4380	"ENSG00000105290.11"	"APLP1"	chr19	+	35878081	35878108	35877717	35877825	35878583	35878654	4380	43,36,21	14,21,3	53,27,44	36,25,47	116	89	0.00371645330621	0.022233032731	0.702,0.568,0.843	0.53,0.453,0.418	0.237
14789	"ENSG00000105784.15"	"RUNDC3B"	chr7	+	87807372	87807519	87777797	87777955	87816140	87816262	14789	18,11,7	0,2,0	29,47,73	4,1,11	236	89	0.00372832805014	0.0222979133689	1.0,0.675,1.0	0.732,0.947,0.715	0.094
26684	"ENSG00000088179.8"	"PTPN4"	chr2	+	119885794	119885882	119882502	119882623	119900717	119900806	26684	56,37,26	2,4,1	36,26,58	0,1,0	177	89	0.00373020686979	0.0223029923305	0.934,0.823,0.929	1.0,0.929,1.0	-0.081
6292	"ENSG00000166452.11"	"AKIP1"	chr11	+	8912452	8912533	8911442	8911671	8914825	8914930	6292	184,143,78	93,93,28	43,47,82	46,73,51	170	89	0.00373250979437	0.0223106035225	0.509,0.446,0.593	0.329,0.252,0.457	0.17
29029	"ENSG00000177119.15"	"ANO6"	chr12	+	45270461	45270524	45216084	45216391	45302013	45302093	29029	7,6,4	110,100,44	1,4,8	182,147,301	152	89	0.00373504217339	0.0223195816717	0.036,0.034,0.051	0.003,0.016,0.015	0.029
10177	"ENSG00000181090.18"	"EHMT1"	chr9	+	137775108	137775252	137762674	137762820	137776617	137776844	10177	224,159,82	13,4,2	100,143,201	0,4,2	233	89	0.00373770472664	0.0223293325396	0.868,0.938,0.94	1.0,0.932,0.975	-0.054
3042	"ENSG00000229833.9"	"PET100"	chr19	+	7631231	7631321	7630822	7630846	7631472	7631624	3042	67,80,33	551,561,237	35,34,29	341,445,356	179	89	0.00373974403271	0.0223353557311	0.057,0.066,0.065	0.049,0.037,0.039	0.021
21120	"ENSG00000074319.12"	"TSG101"	chr11	-	18525660	18525702	18519518	18519603	18526774	18526920	21120	12,9,10	211,176,74	3,3,4	103,130,136	131	89	0.00374159977515	0.0223402795836	0.037,0.034,0.084	0.019,0.015,0.02	0.034
1225	"ENSG00000138111.14"	"MFSD13A"	chr10	+	102470664	102471117	102469992	102470075	102471272	102471396	1225	101,132,55	141,127,40	27,47,24	78,53,36	542	89	0.00374710706715	0.0223669973239	0.105,0.146,0.184	0.054,0.127,0.099	0.052
22481	"ENSG00000103502.13"	"CDIPT"	chr16	-	29862585	29862635	29861105	29861259	29862814	29863276	22481	101,98,40	8,17,4	56,68,73	1,6,2	139	89	0.00375202605957	0.0223901896701	0.89,0.787,0.865	0.973,0.879,0.959	-0.09
22974	"ENSG00000132300.18"	"PTCD3"	chr2	+	86119543	86119614	86118920	86119044	86121478	86121591	22974	24,22,6	373,331,158	3,7,3	126,145,199	160	89	0.00375800849087	0.022419713558	0.035,0.036,0.021	0.013,0.026,0.008	0.015
30416	"ENSG00000119231.10"	"SENP5"	chr3	+	196885150	196886694	196867855	196868073	196899665	196899771	30416	1438,1320,574	9,9,0	520,697,1000	5,8,16	1633	89	0.00376213133737	0.0224319540408	0.897,0.889,1.0	0.85,0.826,0.773	0.112
38026	"ENSG00000183763.8"	"TRAIP"	chr3	-	49844540	49844580	49840283	49840373	49847524	49847608	38026	21,37,16	1,1,0	14,6,12	1,1,4	129	89	0.00376186785686	0.0224319540408	0.935,0.962,1.0	0.906,0.805,0.674	0.171
24001	"ENSG00000153066.12"	"TXNDC11"	chr16	-	11730644	11730774	11721576	11721670	11733981	11734079	24001	180,136,55	9,7,3	29,87,117	19,8,12	219	89	0.00376552316756	0.0224459996851	0.89,0.888,0.882	0.383,0.815,0.798	0.221
26372	"ENSG00000162139.9"	"NEU3"	chr11	+	75004304	75004405	74994508	74994720	75005412	75005469	26372	0,4,5	22,21,11	0,0,1	13,18,26	190	89	0.00377078801239	0.022470421205	0.0,0.082,0.176	0.0,0.0,0.018	0.08
30888	"ENSG00000181577.15"	"C6orf223"	chr6	+	44000973	44001143	44000616	44000700	44002052	44002127	30888	21,16,5	0,0,0	13,18,54	1,0,5	259	89	0.003771694742	0.022470421205	1.0,1.0,1.0	0.817,1.0,0.788	0.132
15530	"ENSG00000111481.9"	"COPZ1"	chr12	+	54343224	54343316	54342205	54342287	54345459	54345515	15530	2407,2406,1041	55,51,26	948,1297,1661	12,14,28	181	89	0.00377543247218	0.02248650487	0.956,0.959,0.952	0.975,0.979,0.967	-0.018
13114	"ENSG00000185324.21"	"CDK10"	chr16	+	89687448	89687548	89686679	89686759	89689251	89689324	13114	7,14,9	23,33,17	3,3,3	25,15,21	189	89	0.00379341657187	0.0225874078559	0.125,0.167,0.2	0.053,0.086,0.063	0.097
36132	"ENSG00000109180.14"	"OCIAD1"	chr4	+	48832619	48832682	48831064	48831249	48842635	48842689	36132	442,435,174	17,9,2	261,249,272	5,3,0	152	89	0.00379611741515	0.0225972782212	0.938,0.966,0.981	0.968,0.98,1.0	-0.021
11592	"ENSG00000130816.14"	"DNMT1"	chr19	-	10180186	10180234	10177291	10177367	10180349	10180569	11592	225,253,104	303,240,92	48,52,114	101,103,142	137	89	0.0038059500056	0.0226433641915	0.325,0.406,0.423	0.236,0.247,0.343	0.109
14331	"ENSG00000160310.16"	"PRMT2"	chr21	+	46658744	46658920	46649574	46649739	46664294	46665117	14331	281,315,93	23,15,3	348,401,382	12,9,10	265	89	0.00380496192515	0.0226433641915	0.804,0.876,0.912	0.907,0.937,0.928	-0.06
4445	"ENSG00000090857.13"	"PDPR"	chr16	+	70131301	70131419	70130422	70130544	70132150	70132300	4445	53,37,9	4,13,1	31,36,114	1,5,1	207	89	0.00381399755669	0.0226850123759	0.851,0.55,0.795	0.93,0.756,0.98	-0.157
