ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1619	"ENSG00000169733.11"	"RFNG"	chr17	-	82050661	82051342	82050661	82050764	82051293	82051342	1619	88,91,27	100,78,27	194,157,211	106,69,69	618	89	8.00004074097e-08	9.74182176305e-07	0.112,0.144,0.126	0.209,0.247,0.306	-0.127
1563	"ENSG00000159314.11"	"ARHGAP27"	chr17	-	45396206	45396585	45396206	45396284	45396486	45396585	1563	28,14,7	50,31,18	41,45,57	16,31,33	291	89	8.27269786008e-08	1.00420635223e-06	0.146,0.121,0.106	0.439,0.307,0.346	-0.24
300	"ENSG00000198720.12"	"ANKRD13B"	chr17	+	29607741	29608110	29607741	29607877	29607985	29608110	300	17,27,6	27,37,11	1,6,1	33,18,28	197	89	8.58258492054e-08	1.03854675391e-06	0.221,0.248,0.198	0.014,0.131,0.016	0.169
4720	"ENSG00000161204.11"	"ABCF3"	chr3	+	184189087	184189277	184189087	184189144	184189254	184189277	4720	7,6,3	166,164,70	11,18,13	63,73,83	199	89	8.6695922219e-08	1.04578654764e-06	0.019,0.016,0.019	0.072,0.099,0.065	-0.061
779	"ENSG00000090316.15"	"MAEA"	chr4	+	1338421	1340136	1338421	1338617	1339073	1340136	779	13,10,9	395,340,184	16,26,21	132,97,152	545	89	1.03556515918e-07	1.24526710391e-06	0.005,0.005,0.008	0.019,0.042,0.022	-0.022
122	"ENSG00000164896.19"	"FASTK"	chr7	-	151077620	151078092	151077620	151077780	151077878	151078092	122	28,17,12	129,120,61	25,50,47	68,85,83	187	89	1.04097484632e-07	1.24787265067e-06	0.094,0.063,0.086	0.149,0.219,0.212	-0.112
2442	"ENSG00000198276.14"	"UCKL1"	chr20	-	63945804	63946267	63945804	63945975	63946160	63946267	2442	27,40,7	138,149,55	34,41,52	66,70,85	274	89	1.10778876405e-07	1.32268704448e-06	0.06,0.08,0.04	0.143,0.16,0.166	-0.096
2904	"ENSG00000197386.10"	"HTT"	chr4	+	3187650	3189093	3187650	3187886	3188950	3189093	2904	0,0,0	23,31,17	2,5,42	15,25,47	1153	89	1.11025965532e-07	1.32268704448e-06	0.0,0.0,0.0	0.01,0.015,0.065	-0.03
1403	"ENSG00000007923.15"	"DNAJC11"	chr1	-	6637446	6638364	6637446	6637504	6638294	6638364	1403	55,73,19	360,404,172	38,42,35	107,84,114	879	89	1.23813741038e-07	1.47047924541e-06	0.015,0.018,0.011	0.035,0.048,0.03	-0.023
5101	"ENSG00000163728.10"	"TTC14"	chr3	+	180608700	180610003	180608700	180608810	180609629	180610003	5101	201,120,74	45,42,32	74,191,368	8,8,3	908	89	1.35464994666e-07	1.60390553685e-06	0.304,0.219,0.185	0.476,0.701,0.923	-0.464
3705	"ENSG00000120885.20"	"CLU"	chr8	-	27604923	27605335	27604923	27605069	27605171	27605335	3705	1953,1739,800	29,39,0	1044,935,1136	1,4,3	191	89	1.4095498635e-07	1.66378769164e-06	0.969,0.954,1.0	0.998,0.991,0.994	-0.02
989	"ENSG00000102901.12"	"CENPT"	chr16	-	67829764	67830548	67829764	67830088	67830389	67830548	989	285,243,127	57,55,16	289,246,310	21,18,14	390	89	1.50441647584e-07	1.77033473977e-06	0.533,0.502,0.644	0.758,0.757,0.835	-0.224
5146	"ENSG00000186281.12"	"GPAT2"	chr2	-	96024772	96025603	96024772	96024843	96025484	96025603	5146	103,109,36	119,159,66	17,7,22	53,51,68	730	89	1.51969701268e-07	1.78286405634e-06	0.095,0.077,0.062	0.038,0.016,0.038	0.047
1408	"ENSG00000038358.14"	"EDC4"	chr16	+	67881264	67881533	67881264	67881417	67881496	67881533	1408	15,18,3	245,215,119	20,23,26	98,108,139	168	89	1.54289675813e-07	1.80457955176e-06	0.031,0.042,0.013	0.098,0.101,0.09	-0.068
3844	"ENSG00000129351.17"	"ILF3"	chr19	+	10681218	10682192	10681218	10681329	10681992	10682192	3844	528,574,243	1029,994,401	394,463,594	377,488,715	752	89	1.5534517761e-07	1.81141891953e-06	0.057,0.064,0.067	0.11,0.101,0.09	-0.038
2580	"ENSG00000172500.12"	"FIBP"	chr11	-	65884569	65884998	65884569	65884656	65884934	65884998	2580	61,34,36	315,245,140	36,40,72	109,102,123	367	89	1.59369994313e-07	1.85273636893e-06	0.045,0.033,0.059	0.074,0.087,0.124	-0.049
4413	"ENSG00000076928.17"	"ARHGEF1"	chr19	+	41892024	41892373	41892024	41892123	41892330	41892373	4413	18,9,2	120,148,48	15,31,36	91,77,101	296	89	1.60781520542e-07	1.86351593688e-06	0.043,0.018,0.012	0.047,0.108,0.097	-0.06
4514	"ENSG00000172830.12"	"SSH3"	chr11	+	67306837	67307113	67306837	67306962	67307041	67307113	4514	14,12,8	51,24,14	34,51,41	26,25,31	168	89	1.69634734148e-07	1.9602235946e-06	0.127,0.209,0.232	0.409,0.519,0.412	-0.257
3100	"ENSG00000108591.9"	"DRG2"	chr17	+	18099632	18100435	18099632	18099723	18100362	18100435	3100	71,135,54	114,129,65	96,66,97	19,40,37	728	89	1.714498018e-07	1.97526598002e-06	0.071,0.113,0.092	0.382,0.168,0.243	-0.172
1782	"ENSG00000178252.17"	"WDR6"	chr3	+	49011634	49014293	49011634	49014116	49014209	49014293	1782	96,133,58	177,170,64	116,117,163	76,78,107	182	89	1.73525700475e-07	1.99321461322e-06	0.21,0.277,0.307	0.427,0.423,0.427	-0.161
1439	"ENSG00000214517.9"	"PPME1"	chr11	+	74250953	74251715	74250953	74251018	74251647	74251715	1439	7,10,9	195,176,76	20,36,33	115,118,182	718	89	1.76813629293e-07	2.02493704024e-06	0.004,0.007,0.014	0.021,0.036,0.022	-0.018
5134	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349833	50349930	50350022	5134	10,10,6	70,112,46	23,20,18	34,26,69	186	89	1.84889129895e-07	2.11113760189e-06	0.064,0.041,0.059	0.245,0.269,0.111	-0.154
5721	"ENSG00000105726.16"	"ATP13A1"	chr19	-	19645646	19645985	19645646	19645790	19645873	19645985	5721	8,12,3	124,120,62	20,15,17	51,50,74	172	89	1.88500292819e-07	2.14600333363e-06	0.032,0.049,0.024	0.169,0.134,0.106	-0.101
2489	"ENSG00000239382.10"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013343	36013422	2489	22,13,9	122,137,46	12,26,40	51,56,42	343	89	1.90100633124e-07	2.15783845505e-06	0.045,0.024,0.048	0.058,0.108,0.198	-0.082
3161	"ENSG00000103034.14"	"NDRG4"	chr16	+	58508961	58509189	58508961	58509009	58509153	58509189	3161	8,12,1	6,4,4	0,1,0	11,4,12	233	89	1.97255105139e-07	2.2315844239e-06	0.337,0.534,0.087	0.0,0.087,0.0	0.29
4950	"ENSG00000185024.16"	"BRF1"	chr14	-	105219150	105220130	105219150	105219232	105220068	105220130	4950	8,16,6	88,86,46	4,27,16	22,26,31	925	89	1.97757351494e-07	2.2315844239e-06	0.009,0.018,0.012	0.017,0.091,0.047	-0.039
5679	"ENSG00000149636.15"	"DSN1"	chr20	-	36770872	36771473	36770872	36771193	36771424	36771473	5679	39,15,15	76,103,35	25,51,98	36,35,32	320	89	2.00866919764e-07	2.26004651243e-06	0.125,0.039,0.107	0.162,0.288,0.46	-0.213
928	"ENSG00000161010.14"	"C5orf45"	chr5	-	179837275	179840959	179837275	179837885	179840871	179840959	928	539,610,262	66,81,35	576,599,747	20,35,45	3075	89	2.06538429248e-07	2.31708418585e-06	0.191,0.179,0.178	0.455,0.331,0.325	-0.188
4300	"ENSG00000119688.20"	"ABCD4"	chr14	-	74296332	74298069	74296332	74296449	74297929	74298069	4300	42,52,17	52,55,12	24,80,169	22,14,29	1569	89	2.1944887485e-07	2.454765321e-06	0.044,0.051,0.074	0.058,0.245,0.248	-0.127
1282	"ENSG00000213983.11"	"AP1G2"	chr14	-	23563715	23564221	23563715	23563856	23564045	23564221	1282	60,55,14	55,55,9	96,107,147	40,36,45	278	89	2.88498753886e-07	3.21780639117e-06	0.259,0.243,0.332	0.434,0.488,0.511	-0.2
2177	"ENSG00000140983.13"	"RHOT2"	chr16	+	670891	671203	670891	671000	671082	671203	2177	60,65,20	48,67,18	46,47,79	18,8,18	171	89	2.89346755888e-07	3.21793733138e-06	0.394,0.336,0.366	0.571,0.754,0.696	-0.308
3916	"ENSG00000249915.7"	"PDCD6"	chr5	+	304176	306754	304176	304221	306601	306754	3916	80,103,63	416,475,220	42,96,149	175,177,183	2469	89	2.98150351741e-07	3.30628977954e-06	0.007,0.008,0.01	0.009,0.019,0.029	-0.011
84	"ENSG00000099783.11"	"HNRNPM"	chr19	+	8465323	8465515	8465323	8465362	8465479	8465515	84	2850,3073,1364	1636,1534,712	356,392,519	332,333,418	206	89	3.04157234177e-07	3.36320987676e-06	0.429,0.464,0.453	0.317,0.337,0.349	0.114
5203	"ENSG00000013573.16"	"DDX11"	chr12	+	31103576	31104791	31103576	31103731	31103806	31104791	5203	34,52,13	118,124,52	50,34,37	24,28,48	164	89	3.14839748605e-07	3.47135631127e-06	0.135,0.185,0.119	0.531,0.397,0.295	-0.261
4570	"ENSG00000186635.14"	"ARAP1"	chr11	-	72712437	72713243	72712437	72712568	72713175	72713243	4570	25,43,11	57,37,13	52,76,121	24,40,59	696	89	3.22074682035e-07	3.54098107563e-06	0.053,0.129,0.098	0.217,0.195,0.208	-0.113
3276	"ENSG00000163161.12"	"ERCC3"	chr2	-	127289336	127289824	127289336	127289501	127289688	127289824	3276	60,92,29	208,248,102	67,40,114	93,61,63	276	89	3.2391948579e-07	3.5511173257e-06	0.085,0.107,0.084	0.189,0.175,0.368	-0.152
2409	"ENSG00000100949.14"	"RABGGTA"	chr14	-	24268109	24268420	24268109	24268198	24268368	24268420	2409	10,18,5	77,77,36	33,20,45	52,47,80	259	89	3.48443894516e-07	3.80912530141e-06	0.043,0.074,0.046	0.179,0.128,0.162	-0.102
2684	"ENSG00000135476.11"	"ESPL1"	chr12	+	53288537	53289303	53288537	53288699	53289089	53289303	2684	18,16,2	67,105,23	27,24,29	43,40,48	479	89	3.55332225088e-07	3.87342323552e-06	0.048,0.028,0.016	0.104,0.1,0.101	-0.071
443	"ENSG00000182944.17"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280	443	41,70,15	35,60,22	48,63,74	4,5,24	388	89	3.75854651402e-07	4.08556129547e-06	0.212,0.211,0.135	0.734,0.743,0.414	-0.444
175	"ENSG00000133858.15"	"ZFC3H1"	chr12	-	71611057	71611887	71611057	71611097	71611785	71611887	175	14,18,6	59,68,28	11,33,48	21,37,56	777	89	4.00954888735e-07	4.34612510381e-06	0.026,0.029,0.024	0.057,0.093,0.089	-0.053
4957	"ENSG00000204843.12"	"DCTN1"	chr2	-	74365074	74365657	74365074	74365241	74365514	74365657	4957	45,17,16	356,348,129	27,45,63	192,161,250	362	89	4.07301701144e-07	4.40251951124e-06	0.03,0.012,0.03	0.033,0.064,0.058	-0.028
1471	"ENSG00000151498.11"	"ACAD8"	chr11	+	134259607	134261179	134259607	134259745	134261043	134261179	1471	122,129,49	73,61,27	90,110,142	22,20,32	1387	89	4.27748121701e-07	4.61057359189e-06	0.097,0.119,0.104	0.208,0.261,0.222	-0.124
1852	"ENSG00000126934.13"	"MAP2K2"	chr19	-	4094452	4095449	4094452	4094498	4095387	4095449	1852	121,72,32	481,459,189	155,148,161	466,374,439	978	89	4.43339024936e-07	4.76527532948e-06	0.022,0.014,0.015	0.029,0.035,0.032	-0.015
4608	"ENSG00000149532.15"	"CPSF7"	chr11	-	61415665	61416519	61415665	61415784	61416104	61416519	4608	267,231,43	294,303,152	101,167,309	106,126,192	409	89	4.54962738705e-07	4.87659225219e-06	0.165,0.142,0.058	0.172,0.224,0.259	-0.097
3983	"ENSG00000141644.17"	"MBD1"	chr18	-	50276661	50276998	50276661	50276744	50276831	50276998	3983	13,12,2	143,124,83	30,12,39	119,89,120	176	89	4.57822354805e-07	4.89361228136e-06	0.044,0.047,0.012	0.113,0.064,0.141	-0.072
131	"ENSG00000177954.11"	"RPS27"	chr1	+	153990762	153991034	153990762	153990802	153990913	153991034	131	163,154,66	15,18,3	170,174,191	49,39,55	200	89	4.65242022796e-07	4.94544559038e-06	0.829,0.792,0.907	0.607,0.665,0.607	0.216
441	"ENSG00000159352.15"	"PSMD4"	chr1	+	151266003	151266439	151266003	151266121	151266307	151266439	441	14,10,9	102,112,39	8,10,14	9,10,28	275	89	4.6461640113e-07	4.94544559038e-06	0.043,0.028,0.069	0.223,0.245,0.139	-0.156
4792	"ENSG00000144591.18"	"GMPPA"	chr2	+	219506253	219506987	219506253	219506422	219506697	219506987	4792	11,8,6	146,182,77	20,13,31	80,99,123	364	89	5.14278126085e-07	5.43665447576e-06	0.018,0.011,0.019	0.058,0.031,0.058	-0.033
500	"ENSG00000168010.10"	"ATG16L2"	chr11	+	72822477	72824842	72822477	72822543	72822847	72824842	500	5,6,3	6,7,1	24,12,31	2,0,2	393	89	5.13305005612e-07	5.43665447576e-06	0.159,0.163,0.405	0.731,1.0,0.778	-0.594
4101	"ENSG00000011132.11"	"APBA3"	chr19	-	3751188	3751553	3751188	3751329	3751433	3751553	4101	6,9,2	48,49,17	11,13,19	13,23,24	193	89	5.92661609677e-07	6.24811472339e-06	0.055,0.078,0.051	0.281,0.207,0.267	-0.19
2352	"ENSG00000135473.14"	"PAN2"	chr12	-	56319087	56319487	56319087	56319181	56319307	56319487	2352	44,43,11	57,17,10	103,148,203	27,18,27	215	89	6.34946019984e-07	6.67560733579e-06	0.242,0.511,0.313	0.612,0.773,0.757	-0.359
1285	"ENSG00000213983.11"	"AP1G2"	chr14	-	23565605	23566160	23565605	23565701	23566063	23566160	1285	102,106,48	13,6,4	216,210,326	3,5,2	451	89	6.38508839579e-07	6.69477388202e-06	0.608,0.777,0.703	0.934,0.892,0.97	-0.236
4246	"ENSG00000117335.19"	"CD46"	chr1	+	207759638	207761446	207759638	207759724	207761248	207761446	4246	19,29,7	276,252,133	46,49,128	153,221,274	1613	89	6.40380288797e-07	6.69615041112e-06	0.004,0.006,0.003	0.016,0.012,0.025	-0.013
1630	"ENSG00000104518.10"	"GSDMD"	chr8	+	143561001	143561423	143561001	143561104	143561369	143561423	1630	154,133,75	156,135,66	116,141,203	65,54,104	354	89	6.42950345187e-07	6.70480468368e-06	0.199,0.199,0.222	0.31,0.396,0.329	-0.138
1973	"ENSG00000168488.18"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836122	28836727	28837237	1973	793,788,283	56,44,28	929,1080,1529	26,29,49	694	89	6.86974385156e-07	7.14453360562e-06	0.645,0.697,0.564	0.821,0.827,0.8	-0.181
4162	"ENSG00000117266.15"	"CDK18"	chr1	+	205529520	205530349	205529520	205529563	205530258	205530349	4162	14,2,1	25,20,5	81,39,63	40,55,42	784	89	6.96578613235e-07	7.22489084563e-06	0.06,0.011,0.022	0.187,0.074,0.146	-0.105
3938	"ENSG00000099622.13"	"CIRBP"	chr19	+	1271980	1274440	1271980	1272051	1274306	1274440	3938	4931,4428,2024	59,42,19	1168,1456,2682	40,41,49	2344	89	7.15511455307e-07	7.40131204307e-06	0.76,0.8,0.802	0.526,0.574,0.675	0.196
4256	"ENSG00000184575.11"	"XPOT"	chr12	+	64425037	64425457	64425037	64425182	64425337	64425457	4256	44,29,15	420,443,190	38,50,50	234,217,281	244	89	7.18265955824e-07	7.40988578555e-06	0.037,0.023,0.028	0.056,0.078,0.061	-0.036
1851	"ENSG00000077380.15"	"DYNC1I2"	chr2	+	171725918	171726293	171725918	171726081	171726193	171726293	1851	2,4,0	215,130,75	13,17,8	90,125,182	201	89	7.20747807437e-07	7.41560845727e-06	0.004,0.013,0.0	0.06,0.057,0.019	-0.04
1957	"ENSG00000185324.21"	"CDK10"	chr16	+	89693273	89694232	89693273	89693467	89694172	89694232	1957	778,944,378	74,58,30	1190,1292,1399	42,39,60	794	89	7.73750492566e-07	7.93971172105e-06	0.541,0.646,0.585	0.761,0.788,0.723	-0.167
1103	"ENSG00000012171.18"	"SEMA3B"	chr3	+	50275011	50275459	50275011	50275053	50275301	50275459	1103	15,10,5	19,9,4	48,54,173	15,14,22	337	89	8.0010088932e-07	8.18826654815e-06	0.173,0.227,0.248	0.458,0.505,0.675	-0.33
3172	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16439326	16439703	16439326	16439414	16439580	16439703	3172	610,599,289	281,253,79	326,430,413	223,340,327	255	89	8.0916527645e-07	8.25906626997e-06	0.431,0.452,0.561	0.338,0.306,0.306	0.165
5132	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349385	50349828	50349385	50349494	50349664	50349828	5132	41,29,10	94,108,48	36,52,80	58,71,60	259	89	8.4342751272e-07	8.5860028279e-06	0.13,0.084,0.067	0.176,0.201,0.314	-0.137
1310	"ENSG00000180900.17"	"SCRIB"	chr8	-	143792484	143792867	143792484	143792635	143792707	143792867	1310	27,37,20	312,286,140	4,8,6	142,155,214	161	89	9.66878548336e-07	9.81675106595e-06	0.046,0.067,0.073	0.015,0.028,0.015	0.043
3511	"ENSG00000214078.12"	"CPNE1"	chr20	-	35626043	35626803	35626043	35626381	35626566	35626803	3511	27,20,17	328,288,127	44,69,64	293,245,365	274	89	9.89505068438e-07	1.00200407983e-05	0.026,0.022,0.042	0.047,0.084,0.054	-0.032
2376	"ENSG00000090097.20"	"PCBP4"	chr3	-	51960525	51960898	51960525	51960642	51960865	51960898	2376	10,8,3	122,91,34	17,20,31	72,57,103	312	89	9.98532651009e-07	1.00849176931e-05	0.023,0.024,0.025	0.063,0.091,0.079	-0.054
5126	"ENSG00000157978.11"	"LDLRAP1"	chr1	+	25563660	25565207	25563660	25563791	25565172	25565207	5126	17,8,0	72,45,22	9,29,35	37,27,51	1470	89	1.01815261855e-06	1.02561551732e-05	0.014,0.011,0.0	0.015,0.061,0.04	-0.03
5140	"ENSG00000100911.14"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24145709	24146240	5140	17,35,2	687,629,256	26,33,37	341,403,331	333	89	1.05241172899e-06	1.05735778934e-05	0.007,0.015,0.002	0.02,0.021,0.029	-0.015
1039	"ENSG00000234741.7"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865470	173865547	1039	643,527,223	317,276,119	268,409,550	276,506,368	277	89	1.17206452299e-06	1.17450632408e-05	0.395,0.38,0.376	0.238,0.206,0.324	0.128
4114	"ENSG00000129347.19"	"KRI1"	chr19	-	10559358	10559708	10559358	10559529	10559612	10559708	4114	17,21,6	129,170,90	16,26,17	57,52,57	172	89	1.19553154232e-06	1.19491048697e-05	0.064,0.06,0.033	0.127,0.206,0.134	-0.103
4339	"ENSG00000160753.15"	"RUSC1"	chr1	+	155325863	155327132	155325863	155325910	155326897	155327132	4339	661,653,311	26,17,9	357,280,324	29,25,26	1076	89	1.22509155687e-06	1.22128298208e-05	0.678,0.761,0.741	0.505,0.481,0.508	0.229
1284	"ENSG00000213983.11"	"AP1G2"	chr14	-	23565605	23566160	23565605	23565701	23565815	23566160	1284	27,27,11	59,54,30	56,61,97	55,50,83	203	89	1.31025105632e-06	1.29610438682e-05	0.167,0.18,0.138	0.309,0.348,0.339	-0.17
2478	"ENSG00000011332.19"	"DPF1"	chr19	-	38217459	38217876	38217459	38217591	38217797	38217876	2478	9,9,3	30,28,26	15,11,18	16,6,13	295	89	1.30803815468e-06	1.29610438682e-05	0.083,0.088,0.034	0.22,0.356,0.295	-0.222
5123	"ENSG00000165516.10"	"KLHDC2"	chr14	+	49779594	49779806	49779594	49779675	49779747	49779806	5123	20,23,2	81,84,29	35,48,33	43,73,62	161	89	1.3090585137e-06	1.29610438682e-05	0.12,0.131,0.037	0.31,0.267,0.227	-0.172
4081	"ENSG00000122952.16"	"ZWINT"	chr10	-	56357437	56358459	56357437	56358185	56358376	56358459	4081	215,170,69	502,490,218	18,18,41	140,135,151	280	89	1.34013823982e-06	1.32226972996e-05	0.12,0.099,0.091	0.039,0.041,0.079	0.05
1491	"ENSG00000187994.13"	"RINL"	chr19	-	38876330	38876781	38876330	38876490	38876692	38876781	1491	5,1,0	17,19,12	11,12,36	15,29,38	291	89	1.36822004637e-06	1.34476051158e-05	0.083,0.016,0.0	0.183,0.112,0.225	-0.14
3890	"ENSG00000092841.18"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56159974	56160148	3890	2772,2808,1225	68,92,42	1997,2201,1704	37,27,22	441	89	1.36992235067e-06	1.34476051158e-05	0.892,0.86,0.855	0.916,0.943,0.94	-0.064
4308	"ENSG00000187838.16"	"TMEM256-PLSCR3"	chr17	-	7393143	7393509	7393143	7393364	7393466	7393509	4308	18,33,13	66,49,25	8,6,12	52,76,76	191	89	1.42758304134e-06	1.39779632139e-05	0.113,0.239,0.195	0.067,0.035,0.069	0.125
3115	"ENSG00000105443.13"	"CYTH2"	chr19	+	48474837	48478145	48474837	48474949	48478068	48478145	3115	95,72,42	58,54,15	239,148,197	42,58,58	3208	89	1.45866115797e-06	1.42460104971e-05	0.043,0.036,0.072	0.136,0.066,0.086	-0.046
1951	"ENSG00000159214.12"	"CCDC24"	chr1	+	43991846	43992387	43991846	43992004	43992152	43992387	1951	18,9,2	1,0,0	10,4,11	3,3,4	237	89	1.46599991113e-06	1.42814371089e-05	0.871,1.0,1.0	0.556,0.334,0.508	0.491
4485	"ENSG00000105618.13"	"PRPF31"	chr19	+	54129056	54129370	54129056	54129185	54129271	54129370	4485	15,18,11	327,343,143	19,20,16	107,101,125	175	89	1.52867538927e-06	1.48544012574e-05	0.023,0.026,0.038	0.083,0.091,0.061	-0.049
740	"ENSG00000182087.12"	"TMEM259"	chr19	-	1011095	1011499	1011095	1011195	1011366	1011499	740	67,76,29	176,208,83	61,90,134	111,113,160	260	89	1.54112699502e-06	1.4937674249e-05	0.115,0.111,0.107	0.158,0.214,0.223	-0.087
647	"ENSG00000206503.11"	"HLA-A"	chr6	+	29944499	29945091	29944499	29944616	29945058	29945091	647	84,84,28	806,941,482	130,172,223	1034,1043,1319	531	89	1.58215569035e-06	1.52968218504e-05	0.017,0.015,0.01	0.021,0.027,0.028	-0.011
488	"ENSG00000065357.19"	"DGKA"	chr12	+	55940896	55941325	55940896	55940980	55941251	55941325	488	9,17,8	42,33,29	35,32,72	40,42,60	360	89	1.59724915361e-06	1.54040469752e-05	0.05,0.113,0.064	0.178,0.159,0.229	-0.113
1551	"ENSG00000171453.17"	"POLR1C"	chr6	+	43519705	43520185	43519705	43519838	43520065	43520185	1551	169,218,91	380,415,178	94,109,146	124,119,145	316	89	1.67042761534e-06	1.60695136596e-05	0.111,0.129,0.126	0.176,0.205,0.221	-0.079
1579	"ENSG00000121851.12"	"POLR3GL"	chr1	+	145977777	145978096	145977777	145977851	145977982	145978096	1579	11,2,0	169,144,54	12,19,27	114,165,161	220	89	1.79670121669e-06	1.72411627976e-05	0.026,0.006,0.0	0.041,0.045,0.064	-0.039
1505	"ENSG00000155229.20"	"MMS19"	chr10	-	97461495	97461896	97461495	97461622	97461827	97461896	1505	4,15,4	240,203,64	24,20,30	146,151,229	294	89	1.83233243312e-06	1.75393413001e-05	0.005,0.022,0.019	0.047,0.039,0.038	-0.026
800	"ENSG00000122435.9"	"TRMT13"	chr1	+	100140407	100141019	100140407	100140514	100140851	100141019	800	17,18,6	80,100,39	1,14,40	10,8,27	426	89	1.92978616242e-06	1.84263452928e-05	0.043,0.036,0.031	0.02,0.268,0.236	-0.138
4282	"ENSG00000102886.14"	"GDPD3"	chr16	-	30112657	30113064	30112657	30112793	30113021	30113064	4282	9,8,2	6,7,0	14,12,44	1,0,0	317	89	2.18058706747e-06	2.07695520684e-05	0.296,0.243,1.0	0.797,1.0,1.0	-0.419
2820	"ENSG00000129219.13"	"PLD2"	chr17	+	4807983	4808416	4807983	4808114	4808273	4808416	2820	1,5,8	43,54,20	9,26,25	27,37,54	248	89	2.24973712737e-06	2.13752801633e-05	0.008,0.032,0.126	0.107,0.201,0.142	-0.095
5434	"ENSG00000213809.8"	"KLRK1"	chr12	-	10378553	10379792	10378553	10378705	10379446	10379792	5434	6,0,2	7,6,1	10,12,18	2,1,1	830	89	2.28464492957e-06	2.16534819926e-05	0.084,0.0,0.177	0.349,0.563,0.659	-0.437
445	"ENSG00000182944.17"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	445	1762,1958,859	373,414,190	599,903,1634	108,103,185	2867	89	2.31636139214e-06	2.19001440711e-05	0.128,0.128,0.123	0.147,0.214,0.215	-0.066
3481	"ENSG00000115275.11"	"MOGS"	chr2	-	74464895	74465410	74464895	74464987	74465313	74465410	3481	340,328,154	4,4,9	225,212,296	0,0,0	415	89	2.50846145811e-06	2.36582345363e-05	0.948,0.946,0.786	1.0,1.0,1.0	-0.107
5663	"ENSG00000133895.14"	"MEN1"	chr11	-	64805634	64806368	64805634	64805770	64806231	64806368	5663	73,81,30	212,225,94	75,46,102	94,101,123	550	89	2.59821291804e-06	2.44448002656e-05	0.053,0.055,0.049	0.114,0.069,0.118	-0.048
4284	"ENSG00000071859.14"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	4284	32,37,12	252,236,146	45,46,61	196,171,181	236	89	2.61462490847e-06	2.45392113361e-05	0.046,0.056,0.03	0.08,0.092,0.113	-0.051
4624	"ENSG00000177595.17"	"PIDD1"	chr11	-	799184	800244	799184	799565	799814	800244	4624	41,29,12	59,73,21	8,16,11	48,79,67	338	89	2.64037528308e-06	2.47205938912e-05	0.155,0.095,0.131	0.042,0.051,0.041	0.082
2738	"ENSG00000008513.14"	"ST3GAL1"	chr8	-	133475718	133476600	133475718	133476074	133476277	133476600	2738	20,29,19	6,15,10	9,13,35	34,25,45	292	89	2.65653874565e-06	2.48115560516e-05	0.504,0.371,0.367	0.075,0.137,0.192	0.279
824	"ENSG00000077152.9"	"UBE2T"	chr1	-	202333009	202333335	202333009	202333093	202333236	202333335	824	74,92,25	725,836,396	44,58,54	229,320,277	232	89	2.71444333055e-06	2.52909877384e-05	0.038,0.041,0.024	0.069,0.065,0.07	-0.034
3592	"ENSG00000109133.12"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935262	41935466	41935529	3592	526,678,291	41,46,16	237,158,253	4,3,7	293	89	2.89316774593e-06	2.68910857158e-05	0.796,0.817,0.847	0.947,0.941,0.917	-0.115
3369	"ENSG00000166946.13"	"CCNDBP1"	chr15	+	43194080	43194461	43194080	43194137	43194414	43194461	3369	16,5,7	17,14,3	16,22,44	1,6,0	366	89	2.93785072114e-06	2.72406013854e-05	0.186,0.08,0.362	0.796,0.471,1.0	-0.546
1765	"ENSG00000140988.15"	"RPS2"	chr16	-	1962735	1963256	1962735	1962909	1963148	1963256	1765	296,311,148	5249,4873,2326	157,173,233	4183,4640,5996	328	89	2.97804806315e-06	2.7480884765e-05	0.015,0.017,0.017	0.01,0.01,0.01	0.006
5287	"ENSG00000178950.16"	"GAK"	chr4	-	850935	851974	850935	851084	851749	851974	5287	49,54,25	184,192,85	49,50,93	77,112,139	754	89	2.97434848973e-06	2.7480884765e-05	0.03,0.032,0.034	0.07,0.05,0.073	-0.032
1480	"ENSG00000033030.13"	"ZCCHC8"	chr12	-	122483278	122483563	122483278	122483344	122483459	122483563	1480	6,3,5	68,57,38	8,16,11	11,42,33	204	89	2.98628977002e-06	2.74910120455e-05	0.037,0.022,0.054	0.241,0.143,0.127	-0.133
